Constructor Id,Name,Race,Race Id,Result Id,Year,F1,Grid,Position Order
4,Renault,70th Anniversary Grand Prix,1035,24719,2020,24713,5,14
51,Alfa Romeo,70th Anniversary Grand Prix,1035,24720,2020,24714,20,15
210,Haas F1 Team,70th Anniversary Grand Prix,1035,24721,2020,24715,13,16
51,Alfa Romeo,70th Anniversary Grand Prix,1035,24722,2020,24716,19,17
3,Williams,70th Anniversary Grand Prix,1035,24723,2020,24717,15,18
3,Williams,70th Anniversary Grand Prix,1035,24724,2020,24718,18,19
210,Haas F1 Team,70th Anniversary Grand Prix,1035,24725,2020,24719,17,20
131,Mercedes,Spanish Grand Prix,1036,24726,2020,24720,1,1
9,Red Bull,Spanish Grand Prix,1036,24727,2020,24721,3,2
131,Mercedes,Spanish Grand Prix,1036,24728,2020,24722,2,3
211,Racing Point,Spanish Grand Prix,1036,24729,2020,24723,5,4
211,Racing Point,Spanish Grand Prix,1036,24730,2020,24724,4,5
1,McLaren,Spanish Grand Prix,1036,24731,2020,24725,7,6
6,Ferrari,Spanish Grand Prix,1036,24732,2020,24726,11,7
9,Red Bull,Spanish Grand Prix,1036,24733,2020,24727,6,8
213,AlphaTauri,Spanish Grand Prix,1036,24734,2020,24728,10,9
1,McLaren,Spanish Grand Prix,1036,24735,2020,24729,8,10
4,Renault,Spanish Grand Prix,1036,24736,2020,24730,13,11
213,AlphaTauri,Spanish Grand Prix,1036,24737,2020,24731,12,12
4,Renault,Spanish Grand Prix,1036,24738,2020,24732,15,13
51,Alfa Romeo,Spanish Grand Prix,1036,24739,2020,24733,14,14
210,Haas F1 Team,Spanish Grand Prix,1036,24740,2020,24734,16,15
51,Alfa Romeo,Spanish Grand Prix,1036,24741,2020,24735,20,16
3,Williams,Spanish Grand Prix,1036,24742,2020,24736,18,17
3,Williams,Spanish Grand Prix,1036,24743,2020,24737,19,18
210,Haas F1 Team,Spanish Grand Prix,1036,24744,2020,24738,17,19
6,Ferrari,Spanish Grand Prix,1036,24745,2020,24739,9,20
131,Mercedes,Belgian Grand Prix,1037,24746,2020,24740,1,1
131,Mercedes,Belgian Grand Prix,1037,24747,2020,24741,2,2
9,Red Bull,Belgian Grand Prix,1037,24748,2020,24742,3,3
4,Renault,Belgian Grand Prix,1037,24749,2020,24743,4,4
4,Renault,Belgian Grand Prix,1037,24750,2020,24744,6,5
9,Red Bull,Belgian Grand Prix,1037,24751,2020,24745,5,6
1,McLaren,Belgian Grand Prix,1037,24752,2020,24746,10,7
213,AlphaTauri,Belgian Grand Prix,1037,24753,2020,24747,12,8
211,Racing Point,Belgian Grand Prix,1037,24754,2020,24748,9,9
211,Racing Point,Belgian Grand Prix,1037,24755,2020,24749,8,10
213,AlphaTauri,Belgian Grand Prix,1037,24756,2020,24750,11,11
51,Alfa Romeo,Belgian Grand Prix,1037,24757,2020,24751,16,12
6,Ferrari,Belgian Grand Prix,1037,24758,2020,24752,14,13
6,Ferrari,Belgian Grand Prix,1037,24759,2020,24753,13,14
210,Haas F1 Team,Belgian Grand Prix,1037,24760,2020,24754,17,15
3,Williams,Belgian Grand Prix,1037,24761,2020,24755,19,16
210,Haas F1 Team,Belgian Grand Prix,1037,24762,2020,24756,20,17
51,Alfa Romeo,Belgian Grand Prix,1037,24763,2020,24757,18,18
3,Williams,Belgian Grand Prix,1037,24764,2020,24758,15,19
1,McLaren,Belgian Grand Prix,1037,24765,2020,24759,7,20
213,AlphaTauri,Italian Grand Prix,1038,24766,2020,24760,10,1
1,McLaren,Italian Grand Prix,1038,24767,2020,24761,3,2
211,Racing Point,Italian Grand Prix,1038,24768,2020,24762,8,3
1,McLaren,Italian Grand Prix,1038,24769,2020,24763,6,4
131,Mercedes,Italian Grand Prix,1038,24770,2020,24764,2,5
4,Renault,Italian Grand Prix,1038,24771,2020,24765,7,6
131,Mercedes,Italian Grand Prix,1038,24772,2020,24766,1,7
4,Renault,Italian Grand Prix,1038,24773,2020,24767,12,8
213,AlphaTauri,Italian Grand Prix,1038,24774,2020,24768,11,9
211,Racing Point,Italian Grand Prix,1038,24775,2020,24769,4,10
3,Williams,Italian Grand Prix,1038,24776,2020,24770,20,11
210,Haas F1 Team,Italian Grand Prix,1038,24777,2020,24771,16,12
51,Alfa Romeo,Italian Grand Prix,1038,24778,2020,24772,14,13
3,Williams,Italian Grand Prix,1038,24779,2020,24773,19,14
9,Red Bull,Italian Grand Prix,1038,24780,2020,24774,9,15
51,Alfa Romeo,Italian Grand Prix,1038,24781,2020,24775,18,16
9,Red Bull,Italian Grand Prix,1038,24782,2020,24776,5,17
6,Ferrari,Italian Grand Prix,1038,24783,2020,24777,13,18
210,Haas F1 Team,Italian Grand Prix,1038,24784,2020,24778,15,19
6,Ferrari,Italian Grand Prix,1038,24785,2020,24779,17,20
131,Mercedes,Tuscan Grand Prix,1039,24786,2020,24780,1,1
131,Mercedes,Tuscan Grand Prix,1039,24787,2020,24781,2,2
9,Red Bull,Tuscan Grand Prix,1039,24788,2020,24782,4,3
4,Renault,Tuscan Grand Prix,1039,24789,2020,24783,8,4
211,Racing Point,Tuscan Grand Prix,1039,24790,2020,24784,7,5
1,McLaren,Tuscan Grand Prix,1039,24791,2020,24785,11,6
213,AlphaTauri,Tuscan Grand Prix,1039,24792,2020,24786,12,7
6,Ferrari,Tuscan Grand Prix,1039,24793,2020,24787,5,8
51,Alfa Romeo,Tuscan Grand Prix,1039,24794,2020,24788,13,9
6,Ferrari,Tuscan Grand Prix,1039,24795,2020,24789,14,10
3,Williams,Tuscan Grand Prix,1039,24796,2020,24790,18,11
210,Haas F1 Team,Tuscan Grand Prix,1039,24797,2020,24791,15,12
211,Racing Point,Tuscan Grand Prix,1039,24798,2020,24792,6,13
4,Renault,Tuscan Grand Prix,1039,24799,2020,24793,10,14
3,Williams,Tuscan Grand Prix,1039,24800,2020,24794,19,15
210,Haas F1 Team,Tuscan Grand Prix,1039,24801,2020,24795,20,16
51,Alfa Romeo,Tuscan Grand Prix,1039,24802,2020,24796,17,17
1,McLaren,Tuscan Grand Prix,1039,24803,2020,24797,9,18
9,Red Bull,Tuscan Grand Prix,1039,24804,2020,24798,3,19
213,AlphaTauri,Tuscan Grand Prix,1039,24805,2020,24799,16,20
131,Mercedes,Russian Grand Prix,1040,24806,2020,24800,3,1
9,Red Bull,Russian Grand Prix,1040,24807,2020,24801,2,2
131,Mercedes,Russian Grand Prix,1040,24808,2020,24802,1,3
211,Racing Point,Russian Grand Prix,1040,24809,2020,24803,4,4
4,Renault,Russian Grand Prix,1040,24810,2020,24804,5,5
6,Ferrari,Russian Grand Prix,1040,24811,2020,24805,10,6
4,Renault,Russian Grand Prix,1040,24812,2020,24806,7,7
213,AlphaTauri,Russian Grand Prix,1040,24813,2020,24807,11,8
213,AlphaTauri,Russian Grand Prix,1040,24814,2020,24808,9,9
9,Red Bull,Russian Grand Prix,1040,24815,2020,24809,15,10
51,Alfa Romeo,Russian Grand Prix,1040,24816,2020,24810,17,11
210,Haas F1 Team,Russian Grand Prix,1040,24817,2020,24811,18,12
6,Ferrari,Russian Grand Prix,1040,24818,2020,24812,14,13
51,Alfa Romeo,Russian Grand Prix,1040,24819,2020,24813,19,14
1,McLaren,Russian Grand Prix,1040,24820,2020,24814,8,15
3,Williams,Russian Grand Prix,1040,24821,2020,24815,20,16
210,Haas F1 Team,Russian Grand Prix,1040,24822,2020,24816,16,17
3,Williams,Russian Grand Prix,1040,24823,2020,24817,13,18
1,McLaren,Russian Grand Prix,1040,24824,2020,24818,6,19
211,Racing Point,Russian Grand Prix,1040,24825,2020,24819,12,20
131,Mercedes,Eifel Grand Prix,1041,24826,2020,24820,2,1
9,Red Bull,Eifel Grand Prix,1041,24827,2020,24821,3,2
4,Renault,Eifel Grand Prix,1041,24828,2020,24822,6,3
211,Racing Point,Eifel Grand Prix,1041,24829,2020,24823,9,4
1,McLaren,Eifel Grand Prix,1041,24830,2020,24824,10,5
213,AlphaTauri,Eifel Grand Prix,1041,24831,2020,24825,12,6
6,Ferrari,Eifel Grand Prix,1041,24832,2020,24826,4,7
211,Racing Point,Eifel Grand Prix,1041,24833,2020,24827,20,8
210,Haas F1 Team,Eifel Grand Prix,1041,24834,2020,24828,16,9
51,Alfa Romeo,Eifel Grand Prix,1041,24835,2020,24829,14,10
6,Ferrari,Eifel Grand Prix,1041,24836,2020,24830,11,11
51,Alfa Romeo,Eifel Grand Prix,1041,24837,2020,24831,19,12
210,Haas F1 Team,Eifel Grand Prix,1041,24838,2020,24832,15,13
3,Williams,Eifel Grand Prix,1041,24839,2020,24833,18,14
213,AlphaTauri,Eifel Grand Prix,1041,24840,2020,24834,13,15
1,McLaren,Eifel Grand Prix,1041,24841,2020,24835,8,16
9,Red Bull,Eifel Grand Prix,1041,24842,2020,24836,5,17
4,Renault,Eifel Grand Prix,1041,24843,2020,24837,7,18
131,Mercedes,Eifel Grand Prix,1041,24844,2020,24838,1,19
3,Williams,Eifel Grand Prix,1041,24845,2020,24839,17,20
131,Mercedes,Portuguese Grand Prix,1042,24846,2020,24840,1,1
131,Mercedes,Portuguese Grand Prix,1042,24847,2020,24841,2,2
9,Red Bull,Portuguese Grand Prix,1042,24848,2020,24842,3,3
6,Ferrari,Portuguese Grand Prix,1042,24849,2020,24843,4,4
213,AlphaTauri,Portuguese Grand Prix,1042,24850,2020,24844,9,5
1,McLaren,Portuguese Grand Prix,1042,24851,2020,24845,7,6
211,Racing Point,Portuguese Grand Prix,1042,24852,2020,24846,5,7
4,Renault,Portuguese Grand Prix,1042,24853,2020,24847,11,8
4,Renault,Portuguese Grand Prix,1042,24854,2020,24848,10,9
6,Ferrari,Portuguese Grand Prix,1042,24855,2020,24849,15,10
51,Alfa Romeo,Portuguese Grand Prix,1042,24856,2020,24850,16,11
9,Red Bull,Portuguese Grand Prix,1042,24857,2020,24851,6,12
1,McLaren,Portuguese Grand Prix,1042,24858,2020,24852,8,13
3,Williams,Portuguese Grand Prix,1042,24859,2020,24853,14,14
51,Alfa Romeo,Portuguese Grand Prix,1042,24860,2020,24854,17,15
210,Haas F1 Team,Portuguese Grand Prix,1042,24861,2020,24855,19,16
210,Haas F1 Team,Portuguese Grand Prix,1042,24862,2020,24856,18,17
3,Williams,Portuguese Grand Prix,1042,24863,2020,24857,20,18
213,AlphaTauri,Portuguese Grand Prix,1042,24864,2020,24858,13,19
211,Racing Point,Portuguese Grand Prix,1042,24865,2020,24859,12,20
131,Mercedes,Emilia Romagna Grand Prix,1043,24866,2020,24860,2,1
131,Mercedes,Emilia Romagna Grand Prix,1043,24867,2020,24861,1,2
4,Renault,Emilia Romagna Grand Prix,1043,24868,2020,24862,5,3
213,AlphaTauri,Emilia Romagna Grand Prix,1043,24869,2020,24863,8,4
6,Ferrari,Emilia Romagna Grand Prix,1043,24870,2020,24864,7,5
211,Racing Point,Emilia Romagna Grand Prix,1043,24871,2020,24865,11,6
1,McLaren,Emilia Romagna Grand Prix,1043,24872,2020,24866,10,7
1,McLaren,Emilia Romagna Grand Prix,1043,24873,2020,24867,9,8
51,Alfa Romeo,Emilia Romagna Grand Prix,1043,24874,2020,24868,18,9
51,Alfa Romeo,Emilia Romagna Grand Prix,1043,24875,2020,24869,20,10
3,Williams,Emilia Romagna Grand Prix,1043,24876,2020,24870,19,11
6,Ferrari,Emilia Romagna Grand Prix,1043,24877,2020,24871,14,12
211,Racing Point,Emilia Romagna Grand Prix,1043,24878,2020,24872,15,13
210,Haas F1 Team,Emilia Romagna Grand Prix,1043,24879,2020,24873,16,14
9,Red Bull,Emilia Romagna Grand Prix,1043,24880,2020,24874,6,15
3,Williams,Emilia Romagna Grand Prix,1043,24881,2020,24875,13,16
9,Red Bull,Emilia Romagna Grand Prix,1043,24882,2020,24876,3,17
210,Haas F1 Team,Emilia Romagna Grand Prix,1043,24883,2020,24877,17,18
4,Renault,Emilia Romagna Grand Prix,1043,24884,2020,24878,12,19
213,AlphaTauri,Emilia Romagna Grand Prix,1043,24885,2020,24879,4,20
131,Mercedes,Turkish Grand Prix,1044,24886,2020,24880,6,1
211,Racing Point,Turkish Grand Prix,1044,24887,2020,24881,3,2
6,Ferrari,Turkish Grand Prix,1044,24888,2020,24882,11,3
6,Ferrari,Turkish Grand Prix,1044,24889,2020,24883,12,4
1,McLaren,Turkish Grand Prix,1044,24890,2020,24884,15,5
9,Red Bull,Turkish Grand Prix,1044,24891,2020,24885,2,6
9,Red Bull,Turkish Grand Prix,1044,24892,2020,24886,4,7
1,McLaren,Turkish Grand Prix,1044,24893,2020,24887,14,8
211,Racing Point,Turkish Grand Prix,1044,24894,2020,24888,1,9
4,Renault,Turkish Grand Prix,1044,24895,2020,24889,5,10
4,Renault,Turkish Grand Prix,1044,24896,2020,24890,7,11
213,AlphaTauri,Turkish Grand Prix,1044,24897,2020,24891,16,12
213,AlphaTauri,Turkish Grand Prix,1044,24898,2020,24892,19,13
131,Mercedes,Turkish Grand Prix,1044,24899,2020,24893,9,14
51,Alfa Romeo,Turkish Grand Prix,1044,24900,2020,24894,8,15
3,Williams,Turkish Grand Prix,1044,24901,2020,24895,0,16
210,Haas F1 Team,Turkish Grand Prix,1044,24902,2020,24896,13,17
210,Haas F1 Team,Turkish Grand Prix,1044,24903,2020,24897,17,18
3,Williams,Turkish Grand Prix,1044,24904,2020,24898,0,19
51,Alfa Romeo,Turkish Grand Prix,1044,24905,2020,24899,10,20
131,Mercedes,Bahrain Grand Prix,1045,24906,2020,24900,1,1
9,Red Bull,Bahrain Grand Prix,1045,24907,2020,24901,3,2
9,Red Bull,Bahrain Grand Prix,1045,24908,2020,24902,4,3
1,McLaren,Bahrain Grand Prix,1045,24909,2020,24903,9,4
1,McLaren,Bahrain Grand Prix,1045,24910,2020,24904,15,5
213,AlphaTauri,Bahrain Grand Prix,1045,24911,2020,24905,8,6
4,Renault,Bahrain Grand Prix,1045,24912,2020,24906,6,7
131,Mercedes,Bahrain Grand Prix,1045,24913,2020,24907,2,8
4,Renault,Bahrain Grand Prix,1045,24914,2020,24908,7,9
6,Ferrari,Bahrain Grand Prix,1045,24915,2020,24909,12,10
213,AlphaTauri,Bahrain Grand Prix,1045,24916,2020,24910,10,11
3,Williams,Bahrain Grand Prix,1045,24917,2020,24911,14,12
6,Ferrari,Bahrain Grand Prix,1045,24918,2020,24912,11,13
3,Williams,Bahrain Grand Prix,1045,24919,2020,24913,20,14
51,Alfa Romeo,Bahrain Grand Prix,1045,24920,2020,24914,17,15
51,Alfa Romeo,Bahrain Grand Prix,1045,24921,2020,24915,16,16
210,Haas F1 Team,Bahrain Grand Prix,1045,24922,2020,24916,18,17
211,Racing Point,Bahrain Grand Prix,1045,24923,2020,24917,5,18
211,Racing Point,Bahrain Grand Prix,1045,24924,2020,24918,13,19
210,Haas F1 Team,Bahrain Grand Prix,1045,24925,2020,24919,19,20
211,Racing Point,Sakhir Grand Prix,1046,24926,2020,24920,5,1
4,Renault,Sakhir Grand Prix,1046,24927,2020,24921,11,2
211,Racing Point,Sakhir Grand Prix,1046,24928,2020,24922,10,3
1,McLaren,Sakhir Grand Prix,1046,24929,2020,24923,8,4
4,Renault,Sakhir Grand Prix,1046,24930,2020,24924,7,5
9,Red Bull,Sakhir Grand Prix,1046,24931,2020,24925,12,6
213,AlphaTauri,Sakhir Grand Prix,1046,24932,2020,24926,6,7
131,Mercedes,Sakhir Grand Prix,1046,24933,2020,24927,1,8
131,Mercedes,Sakhir Grand Prix,1046,24934,2020,24928,2,9
1,McLaren,Sakhir Grand Prix,1046,24935,2020,24929,19,10
213,AlphaTauri,Sakhir Grand Prix,1046,24936,2020,24930,9,11
6,Ferrari,Sakhir Grand Prix,1046,24937,2020,24931,13,12
51,Alfa Romeo,Sakhir Grand Prix,1046,24938,2020,24932,14,13
51,Alfa Romeo,Sakhir Grand Prix,1046,24939,2020,24933,18,14
210,Haas F1 Team,Sakhir Grand Prix,1046,24940,2020,24934,15,15
3,Williams,Sakhir Grand Prix,1046,24941,2020,24935,17,16
210,Haas F1 Team,Sakhir Grand Prix,1046,24942,2020,24936,20,17
3,Williams,Sakhir Grand Prix,1046,24943,2020,24937,16,18
9,Red Bull,Sakhir Grand Prix,1046,24944,2020,24938,3,19
6,Ferrari,Sakhir Grand Prix,1046,24945,2020,24939,4,20
9,Red Bull,Abu Dhabi Grand Prix,1047,24946,2020,24940,1,1
131,Mercedes,Abu Dhabi Grand Prix,1047,24947,2020,24941,2,2
131,Mercedes,Abu Dhabi Grand Prix,1047,24948,2020,24942,3,3
9,Red Bull,Abu Dhabi Grand Prix,1047,24949,2020,24943,5,4
1,McLaren,Abu Dhabi Grand Prix,1047,24950,2020,24944,4,5
1,McLaren,Abu Dhabi Grand Prix,1047,24951,2020,24945,6,6
4,Renault,Abu Dhabi Grand Prix,1047,24952,2020,24946,11,7
213,AlphaTauri,Abu Dhabi Grand Prix,1047,24953,2020,24947,9,8
4,Renault,Abu Dhabi Grand Prix,1047,24954,2020,24948,10,9
211,Racing Point,Abu Dhabi Grand Prix,1047,24955,2020,24949,8,10
213,AlphaTauri,Abu Dhabi Grand Prix,1047,24956,2020,24950,7,11
51,Alfa Romeo,Abu Dhabi Grand Prix,1047,24957,2020,24951,15,12
6,Ferrari,Abu Dhabi Grand Prix,1047,24958,2020,24952,12,13
6,Ferrari,Abu Dhabi Grand Prix,1047,24959,2020,24953,13,14
3,Williams,Abu Dhabi Grand Prix,1047,24960,2020,24954,16,15
51,Alfa Romeo,Abu Dhabi Grand Prix,1047,24961,2020,24955,14,16
3,Williams,Abu Dhabi Grand Prix,1047,24962,2020,24956,18,17
210,Haas F1 Team,Abu Dhabi Grand Prix,1047,24963,2020,24957,20,18
210,Haas F1 Team,Abu Dhabi Grand Prix,1047,24964,2020,24958,17,19
211,Racing Point,Abu Dhabi Grand Prix,1047,24965,2020,24959,19,20
